originalLocation,position,x,y,z
L-18-40,"252, 958, 4",252,958,4
L-19-11,"218, 900, 1",218,900,1
L-19-12,"202, 900, 1",202,900,1
L-19-13,"186, 900, 1",186,900,1
L-19-21,"218, 900, 2",218,900,2
L-19-22,"202, 900, 2",202,900,2
L-19-23,"186, 900, 2",186,900,2
L-19-30,"202, 900, 3",202,900,3
L-19-40,"202, 900, 4",202,900,4
L-20-11,"218, 958, 1",218,958,1
L-20-12,"202, 958, 1",202,958,1
L-20-13,"186, 958, 1",186,958,1
L-20-21,"218, 958, 2",218,958,2
L-20-22,"202, 958, 2",202,958,2
L-20-23,"186, 958, 2",186,958,2
L-20-30,"202, 958, 3",202,958,3
L-20-40,"202, 958, 4",202,958,4
L-21-11,"168, 900, 1",168,900,1
L-21-12,"152, 900, 1",152,900,1
L-21-13,"136, 900, 1",136,900,1
L-21-21,"168, 900, 2",168,900,2
L-21-22,"152, 900, 2",152,900,2
L-21-23,"136, 900, 2",136,900,2
L-21-30,"152, 900, 3",152,900,3
L-21-40,"152, 900, 4",152,900,4
L-22-11,"168, 958, 1",168,958,1
L-22-12,"152, 958, 1",152,958,1
L-22-13,"136, 958, 1",136,958,1
L-22-21,"168, 958, 2",168,958,2
L-22-22,"152, 958, 2",152,958,2
L-22-23,"136, 958, 2",136,958,2
L-22-30,"152, 958, 3",152,958,3
L-22-40,"152, 958, 4",152,958,4
L-23-11,"118, 900, 1",118,900,1
L-23-12,"102, 900, 1",102,900,1
L-23-13,"86, 900, 1",86,900,1
L-23-21,"118, 900, 2",118,900,2
L-23-22,"102, 900, 2",102,900,2
L-23-23,"86, 900, 2",86,900,2
L-23-30,"102, 900, 3",102,900,3
L-23-40,"102, 900, 4",102,900,4
L-24-11,"118, 958, 1",118,958,1
L-24-12,"102, 958, 1",102,958,1
L-24-13,"86, 958, 1",86,958,1
L-24-21,"118, 958, 2",118,958,2
L-24-22,"102, 958, 2",102,958,2
L-24-23,"86, 958, 2",86,958,2
L-24-30,"102, 958, 3",102,958,3
L-24-40,"102, 958, 4",102,958,4
M-01-11,"666, 1080, 1",666,1080,1
M-01-12,"650, 1080, 1",650,1080,1
M-01-13,"634, 1080, 1",634,1080,1
M-01-21,"666, 1080, 2",666,1080,2
M-01-22,"650, 1080, 2",650,1080,2
M-01-23,"634, 1080, 2",634,1080,2
M-01-30,"650, 1080, 3",650,1080,3
M-01-40,"650, 1080, 4",650,1080,4
M-02-11,"666, 1138, 1",666,1138,1
M-02-12,"650, 1138, 1",650,1138,1
M-02-13,"634, 1138, 1",634,1138,1
M-02-21,"666, 1138, 2",666,1138,2
M-02-22,"650, 1138, 2",650,1138,2
M-02-23,"634, 1138, 2",634,1138,2
M-02-30,"650, 1138, 3",650,1138,3
M-02-40,"650, 1138, 4",650,1138,4
M-03-11,"616, 1080, 1",616,1080,1
M-03-12,"600, 1080, 1",600,1080,1
M-03-13,"584, 1080, 1",584,1080,1
M-03-21,"616, 1080, 2",616,1080,2
M-03-22,"600, 1080, 2",600,1080,2
M-03-23,"584, 1080, 2",584,1080,2
M-03-30,"600, 1080, 3",600,1080,3
M-03-40,"600, 1080, 4",600,1080,4
M-04-11,"616, 1138, 1",616,1138,1
M-04-12,"600, 1138, 1",600,1138,1
M-04-13,"584, 1138, 1",584,1138,1
M-04-21,"616, 1138, 2",616,1138,2
M-04-22,"600, 1138, 2",600,1138,2
M-04-23,"584, 1138, 2",584,1138,2
M-04-30,"600, 1138, 3",600,1138,3
M-04-40,"600, 1138, 4",600,1138,4
M-05-11,"566, 1080, 1",566,1080,1
M-05-12,"550, 1080, 1",550,1080,1
M-05-13,"534, 1080, 1",534,1080,1
M-05-21,"566, 1080, 2",566,1080,2
M-05-22,"550, 1080, 2",550,1080,2
M-05-23,"534, 1080, 2",534,1080,2
M-05-30,"550, 1080, 3",550,1080,3
M-05-40,"550, 1080, 4",550,1080,4
M-06-11,"566, 1138, 1",566,1138,1
M-06-12,"550, 1138, 1",550,1138,1
M-06-13,"534, 1138, 1",534,1138,1
M-06-21,"566, 1138, 2",566,1138,2
M-06-22,"550, 1138, 2",550,1138,2
M-06-23,"534, 1138, 2",534,1138,2
M-06-30,"550, 1138, 3",550,1138,3
M-06-40,"550, 1138, 4",550,1138,4
M-07-11,"516, 1080, 1",516,1080,1
M-07-12,"500, 1080, 1",500,1080,1
M-07-13,"484, 1080, 1",484,1080,1
M-07-21,"516, 1080, 2",516,1080,2
M-07-22,"500, 1080, 2",500,1080,2
M-07-23,"484, 1080, 2",484,1080,2
M-07-30,"500, 1080, 3",500,1080,3
M-07-40,"500, 1080, 4",500,1080,4
M-08-11,"516, 1138, 1",516,1138,1
M-08-12,"500, 1138, 1",500,1138,1
M-08-13,"484, 1138, 1",484,1138,1
M-08-21,"516, 1138, 2",516,1138,2
M-08-22,"500, 1138, 2",500,1138,2
M-08-23,"484, 1138, 2",484,1138,2
M-08-30,"500, 1138, 3",500,1138,3
M-08-40,"500, 1138, 4",500,1138,4
M-09-11,"466, 1080, 1",466,1080,1
M-09-12,"450, 1080, 1",450,1080,1
M-09-13,"434, 1080, 1",434,1080,1
M-09-21,"466, 1080, 2",466,1080,2
M-09-22,"450, 1080, 2",450,1080,2
M-09-23,"434, 1080, 2",434,1080,2
M-09-30,"450, 1080, 3",450,1080,3
M-09-40,"450, 1080, 4",450,1080,4
M-10-11,"466, 1138, 1",466,1138,1
M-10-12,"450, 1138, 1",450,1138,1
M-10-13,"434, 1138, 1",434,1138,1
M-10-21,"466, 1138, 2",466,1138,2
M-10-22,"450, 1138, 2",450,1138,2
M-10-23,"434, 1138, 2",434,1138,2
M-10-30,"450, 1138, 3",450,1138,3
M-10-40,"450, 1138, 4",450,1138,4
M-13-11,"368, 990, 1",368,990,1
M-13-12,"352, 990, 1",352,990,1
M-13-13,"336, 990, 1",336,990,1
M-13-21,"368, 990, 2",368,990,2
M-13-22,"352, 990, 2",352,990,2
M-13-23,"336, 990, 2",336,990,2
M-13-30,"352, 990, 3",352,990,3
M-13-40,"352, 990, 4",352,990,4
M-14-11,"368, 1048, 1",368,1048,1
M-14-12,"352, 1048, 1",352,1048,1
M-14-13,"336, 1048, 1",336,1048,1
M-14-21,"368, 1048, 2",368,1048,2
M-14-22,"352, 1048, 2",352,1048,2
M-14-23,"336, 1048, 2",336,1048,2
M-14-30,"352, 1048, 3",352,1048,3
M-14-40,"352, 1048, 4",352,1048,4
M-15-11,"318, 990, 1",318,990,1
M-15-12,"302, 990, 1",302,990,1
M-15-13,"286, 990, 1",286,990,1
M-15-21,"318, 990, 2",318,990,2
M-15-22,"302, 990, 2",302,990,2
M-15-23,"286, 990, 2",286,990,2
M-15-30,"302, 990, 3",302,990,3
M-15-40,"302, 990, 4",302,990,4
M-16-11,"318, 1048, 1",318,1048,1
M-16-12,"302, 1048, 1",302,1048,1
M-16-13,"286, 1048, 1",286,1048,1
M-16-21,"318, 1048, 2",318,1048,2
M-16-22,"302, 1048, 2",302,1048,2
M-16-23,"286, 1048, 2",286,1048,2
M-16-30,"302, 1048, 3",302,1048,3
M-16-40,"302, 1048, 4",302,1048,4
M-17-11,"268, 990, 1",268,990,1
M-17-12,"252, 990, 1",252,990,1
M-17-13,"236, 990, 1",236,990,1
M-17-21,"268, 990, 2",268,990,2
M-17-22,"252, 990, 2",252,990,2
M-17-23,"236, 990, 2",236,990,2
M-17-30,"252, 990, 3",252,990,3
M-17-40,"252, 990, 4",252,990,4
M-18-11,"268, 1048, 1",268,1048,1
M-18-12,"252, 1048, 1",252,1048,1
M-18-13,"236, 1048, 1",236,1048,1
M-18-21,"268, 1048, 2",268,1048,2
M-18-22,"252, 1048, 2",252,1048,2
M-18-23,"236, 1048, 2",236,1048,2
M-18-30,"252, 1048, 3",252,1048,3
M-18-40,"252, 1048, 4",252,1048,4
M-19-11,"218, 990, 1",218,990,1
M-19-12,"202, 990, 1",202,990,1
M-19-13,"186, 990, 1",186,990,1
M-19-21,"218, 990, 2",218,990,2
M-19-22,"202, 990, 2",202,990,2
M-19-23,"186, 990, 2",186,990,2
M-19-30,"202, 990, 3",202,990,3
M-19-40,"202, 990, 4",202,990,4
M-20-11,"218, 1048, 1",218,1048,1
M-20-12,"202, 1048, 1",202,1048,1
M-20-13,"186, 1048, 1",186,1048,1
M-20-21,"218, 1048, 2",218,1048,2
M-20-22,"202, 1048, 2",202,1048,2
M-20-23,"186, 1048, 2",186,1048,2
M-20-30,"202, 1048, 3",202,1048,3
M-20-40,"202, 1048, 4",202,1048,4
M-21-11,"168, 990, 1",168,990,1
M-21-12,"152, 990, 1",152,990,1
M-21-13,"136, 990, 1",136,990,1
M-21-21,"168, 990, 2",168,990,2
M-21-22,"152, 990, 2",152,990,2
M-21-23,"136, 990, 2",136,990,2
M-21-30,"152, 990, 3",152,990,3
M-21-40,"152, 990, 4",152,990,4
M-22-11,"168, 1048, 1",168,1048,1
M-22-12,"152, 1048, 1",152,1048,1
M-22-13,"136, 1048, 1",136,1048,1
M-22-21,"168, 1048, 2",168,1048,2
M-22-22,"152, 1048, 2",152,1048,2
M-22-23,"136, 1048, 2",136,1048,2
M-22-30,"152, 1048, 3",152,1048,3
M-22-40,"152, 1048, 4",152,1048,4
M-23-11,"118, 990, 1",118,990,1
M-23-12,"102, 990, 1",102,990,1
M-23-13,"86, 990, 1",86,990,1
M-23-21,"118, 990, 2",118,990,2
M-23-22,"102, 990, 2",102,990,2
M-23-23,"86, 990, 2",86,990,2
M-23-30,"102, 990, 3",102,990,3
M-23-40,"102, 990, 4",102,990,4
M-24-11,"118, 1048, 1",118,1048,1
M-24-12,"102, 1048, 1",102,1048,1
M-24-13,"86, 1048, 1",86,1048,1
M-24-21,"118, 1048, 2",118,1048,2
M-24-22,"102, 1048, 2",102,1048,2
M-24-23,"86, 1048, 2",86,1048,2
M-24-30,"102, 1048, 3",102,1048,3
M-24-40,"102, 1048, 4",102,1048,4
N-01-11,"666, 1170, 1",666,1170,1
N-01-12,"650, 1170, 1",650,1170,1
N-01-13,"634, 1170, 1",634,1170,1
N-01-21,"666, 1170, 2",666,1170,2
N-01-22,"650, 1170, 2",650,1170,2
N-01-23,"634, 1170, 2",634,1170,2
N-01-30,"650, 1170, 3",650,1170,3
N-01-40,"650, 1170, 4",650,1170,4
N-02-11,"666, 1228, 1",666,1228,1
N-02-12,"650, 1228, 1",650,1228,1
N-02-13,"634, 1228, 1",634,1228,1
N-02-21,"666, 1228, 2",666,1228,2
N-02-22,"650, 1228, 2",650,1228,2
N-02-23,"634, 1228, 2",634,1228,2
N-02-30,"650, 1228, 3",650,1228,3
N-02-40,"650, 1228, 4",650,1228,4
N-03-11,"616, 1170, 1",616,1170,1
N-03-12,"600, 1170, 1",600,1170,1
N-03-13,"584, 1170, 1",584,1170,1
N-03-21,"616, 1170, 2",616,1170,2
N-03-22,"600, 1170, 2",600,1170,2
N-03-23,"584, 1170, 2",584,1170,2
N-03-30,"600, 1170, 3",600,1170,3
N-03-40,"600, 1170, 4",600,1170,4
N-04-11,"616, 1228, 1",616,1228,1
N-04-12,"600, 1228, 1",600,1228,1
N-04-13,"584, 1228, 1",584,1228,1
N-04-21,"616, 1228, 2",616,1228,2
N-04-22,"600, 1228, 2",600,1228,2
N-04-23,"584, 1228, 2",584,1228,2
N-04-30,"600, 1228, 3",600,1228,3
N-04-40,"600, 1228, 4",600,1228,4
N-05-11,"566, 1170, 1",566,1170,1
N-05-12,"550, 1170, 1",550,1170,1
N-05-13,"534, 1170, 1",534,1170,1
N-05-21,"566, 1170, 2",566,1170,2
N-05-22,"550, 1170, 2",550,1170,2
N-05-23,"534, 1170, 2",534,1170,2
N-05-30,"550, 1170, 3",550,1170,3
N-05-40,"550, 1170, 4",550,1170,4
N-06-11,"566, 1228, 1",566,1228,1
N-06-12,"550, 1228, 1",550,1228,1
N-06-13,"534, 1228, 1",534,1228,1
N-06-21,"566, 1228, 2",566,1228,2
N-06-22,"550, 1228, 2",550,1228,2
N-06-23,"534, 1228, 2",534,1228,2
N-06-30,"550, 1228, 3",550,1228,3
N-06-40,"550, 1228, 4",550,1228,4
N-07-11,"516, 1170, 1",516,1170,1
N-07-12,"500, 1170, 1",500,1170,1
N-07-13,"484, 1170, 1",484,1170,1
N-07-21,"516, 1170, 2",516,1170,2
N-07-22,"500, 1170, 2",500,1170,2
N-07-23,"484, 1170, 2",484,1170,2
N-07-30,"500, 1170, 3",500,1170,3
N-07-40,"500, 1170, 4",500,1170,4
N-08-11,"516, 1228, 1",516,1228,1
N-08-12,"500, 1228, 1",500,1228,1
N-08-13,"484, 1228, 1",484,1228,1
N-08-21,"516, 1228, 2",516,1228,2
N-08-22,"500, 1228, 2",500,1228,2
N-08-23,"484, 1228, 2",484,1228,2
N-08-30,"500, 1228, 3",500,1228,3
N-08-40,"500, 1228, 4",500,1228,4
N-09-11,"466, 1170, 1",466,1170,1
N-09-12,"450, 1170, 1",450,1170,1
N-09-13,"434, 1170, 1",434,1170,1
N-09-21,"466, 1170, 2",466,1170,2
N-09-22,"450, 1170, 2",450,1170,2
N-09-23,"434, 1170, 2",434,1170,2
N-09-30,"450, 1170, 3",450,1170,3
N-09-40,"450, 1170, 4",450,1170,4
N-10-11,"466, 1228, 1",466,1228,1
N-10-12,"450, 1228, 1",450,1228,1
N-10-13,"434, 1228, 1",434,1228,1
N-10-21,"466, 1228, 2",466,1228,2
N-10-22,"450, 1228, 2",450,1228,2
N-10-23,"434, 1228, 2",434,1228,2
N-10-30,"450, 1228, 3",450,1228,3
N-10-40,"450, 1228, 4",450,1228,4
N-13-11,"368, 1080, 1",368,1080,1
N-13-12,"352, 1080, 1",352,1080,1
N-13-13,"336, 1080, 1",336,1080,1
N-13-21,"368, 1080, 2",368,1080,2
N-13-22,"352, 1080, 2",352,1080,2
N-13-23,"336, 1080, 2",336,1080,2
N-13-30,"352, 1080, 3",352,1080,3
N-13-40,"352, 1080, 4",352,1080,4
N-14-11,"368, 1138, 1",368,1138,1
N-14-12,"352, 1138, 1",352,1138,1
N-14-13,"336, 1138, 1",336,1138,1
N-14-21,"368, 1138, 2",368,1138,2
N-14-22,"352, 1138, 2",352,1138,2
N-14-23,"336, 1138, 2",336,1138,2
N-14-30,"352, 1138, 3",352,1138,3
N-14-40,"352, 1138, 4",352,1138,4
N-15-11,"318, 1080, 1",318,1080,1
N-15-12,"302, 1080, 1",302,1080,1
N-15-13,"286, 1080, 1",286,1080,1
N-15-21,"318, 1080, 2",318,1080,2
N-15-22,"302, 1080, 2",302,1080,2
N-15-23,"286, 1080, 2",286,1080,2
N-15-30,"302, 1080, 3",302,1080,3
N-15-40,"302, 1080, 4",302,1080,4
N-16-11,"318, 1138, 1",318,1138,1
N-16-12,"302, 1138, 1",302,1138,1
N-16-13,"286, 1138, 1",286,1138,1
N-16-21,"318, 1138, 2",318,1138,2
N-16-22,"302, 1138, 2",302,1138,2
N-16-23,"286, 1138, 2",286,1138,2
N-16-30,"302, 1138, 3",302,1138,3
N-16-40,"302, 1138, 4",302,1138,4
N-17-11,"268, 1080, 1",268,1080,1
N-17-12,"252, 1080, 1",252,1080,1
N-17-13,"236, 1080, 1",236,1080,1
N-17-21,"268, 1080, 2",268,1080,2
N-17-22,"252, 1080, 2",252,1080,2
N-17-23,"236, 1080, 2",236,1080,2
N-17-30,"252, 1080, 3",252,1080,3
N-17-40,"252, 1080, 4",252,1080,4
N-18-11,"268, 1138, 1",268,1138,1
N-18-12,"252, 1138, 1",252,1138,1
N-18-13,"236, 1138, 1",236,1138,1
N-18-21,"268, 1138, 2",268,1138,2
N-18-22,"252, 1138, 2",252,1138,2
N-18-23,"236, 1138, 2",236,1138,2
N-18-30,"252, 1138, 3",252,1138,3
N-18-40,"252, 1138, 4",252,1138,4
N-19-11,"218, 1080, 1",218,1080,1
N-19-12,"202, 1080, 1",202,1080,1
N-19-13,"186, 1080, 1",186,1080,1
N-19-21,"218, 1080, 2",218,1080,2
N-19-22,"202, 1080, 2",202,1080,2
N-19-23,"186, 1080, 2",186,1080,2
N-19-30,"202, 1080, 3",202,1080,3
N-19-40,"202, 1080, 4",202,1080,4
N-20-11,"218, 1138, 1",218,1138,1
N-20-12,"202, 1138, 1",202,1138,1
N-20-13,"186, 1138, 1",186,1138,1
N-20-21,"218, 1138, 2",218,1138,2
N-20-22,"202, 1138, 2",202,1138,2
N-20-23,"186, 1138, 2",186,1138,2
N-20-30,"202, 1138, 3",202,1138,3
N-20-40,"202, 1138, 4",202,1138,4
N-21-11,"168, 1080, 1",168,1080,1
N-21-12,"152, 1080, 1",152,1080,1
N-21-13,"136, 1080, 1",136,1080,1
N-21-21,"168, 1080, 2",168,1080,2
N-21-22,"152, 1080, 2",152,1080,2
N-21-23,"136, 1080, 2",136,1080,2
N-21-30,"152, 1080, 3",152,1080,3
N-21-40,"152, 1080, 4",152,1080,4
N-22-11,"168, 1138, 1",168,1138,1
N-22-12,"152, 1138, 1",152,1138,1
N-22-13,"136, 1138, 1",136,1138,1
N-22-21,"168, 1138, 2",168,1138,2
N-22-22,"152, 1138, 2",152,1138,2
N-22-23,"136, 1138, 2",136,1138,2
N-22-30,"152, 1138, 3",152,1138,3
N-22-40,"152, 1138, 4",152,1138,4
N-23-11,"118, 1080, 1",118,1080,1
N-23-12,"102, 1080, 1",102,1080,1
N-23-13,"86, 1080, 1",86,1080,1
N-23-21,"118, 1080, 2",118,1080,2
N-23-22,"102, 1080, 2",102,1080,2
N-23-23,"86, 1080, 2",86,1080,2
N-23-30,"102, 1080, 3",102,1080,3
N-23-40,"102, 1080, 4",102,1080,4
N-24-11,"118, 1138, 1",118,1138,1
N-24-12,"102, 1138, 1",102,1138,1
N-24-13,"86, 1138, 1",86,1138,1
N-24-21,"118, 1138, 2",118,1138,2
N-24-22,"102, 1138, 2",102,1138,2
N-24-23,"86, 1138, 2",86,1138,2
N-24-30,"102, 1138, 3",102,1138,3
N-24-40,"102, 1138, 4",102,1138,4
O-01-11,"666, 1260, 1",666,1260,1
O-01-12,"650, 1260, 1",650,1260,1
O-01-13,"634, 1260, 1",634,1260,1
O-01-21,"666, 1260, 2",666,1260,2
O-01-22,"650, 1260, 2",650,1260,2
O-01-23,"634, 1260, 2",634,1260,2
O-01-30,"650, 1260, 3",650,1260,3
O-01-40,"650, 1260, 4",650,1260,4
O-02-11,"666, 1318, 1",666,1318,1
O-02-12,"650, 1318, 1",650,1318,1
O-02-13,"634, 1318, 1",634,1318,1
O-02-21,"666, 1318, 2",666,1318,2
O-02-22,"650, 1318, 2",650,1318,2
O-02-23,"634, 1318, 2",634,1318,2
O-02-30,"650, 1318, 3",650,1318,3
O-02-40,"650, 1318, 4",650,1318,4
O-03-11,"616, 1260, 1",616,1260,1
O-03-12,"600, 1260, 1",600,1260,1
O-03-13,"584, 1260, 1",584,1260,1
O-03-21,"616, 1260, 2",616,1260,2
O-03-22,"600, 1260, 2",600,1260,2
O-03-23,"584, 1260, 2",584,1260,2
O-03-30,"600, 1260, 3",600,1260,3
O-03-40,"600, 1260, 4",600,1260,4
O-04-11,"616, 1318, 1",616,1318,1
O-04-12,"600, 1318, 1",600,1318,1
O-04-13,"584, 1318, 1",584,1318,1
O-04-21,"616, 1318, 2",616,1318,2
O-04-22,"600, 1318, 2",600,1318,2
O-04-23,"584, 1318, 2",584,1318,2
O-04-30,"600, 1318, 3",600,1318,3
O-04-40,"600, 1318, 4",600,1318,4
O-05-11,"566, 1260, 1",566,1260,1
O-05-12,"550, 1260, 1",550,1260,1
O-05-13,"534, 1260, 1",534,1260,1
O-05-21,"566, 1260, 2",566,1260,2
O-05-22,"550, 1260, 2",550,1260,2
O-05-23,"534, 1260, 2",534,1260,2
O-05-30,"550, 1260, 3",550,1260,3
O-05-40,"550, 1260, 4",550,1260,4
O-06-11,"566, 1318, 1",566,1318,1
O-06-12,"550, 1318, 1",550,1318,1
O-06-13,"534, 1318, 1",534,1318,1
O-06-21,"566, 1318, 2",566,1318,2
O-06-22,"550, 1318, 2",550,1318,2
O-06-23,"534, 1318, 2",534,1318,2
O-06-30,"550, 1318, 3",550,1318,3
O-06-40,"550, 1318, 4",550,1318,4
O-07-11,"516, 1260, 1",516,1260,1
O-07-12,"500, 1260, 1",500,1260,1
O-07-13,"484, 1260, 1",484,1260,1
O-07-21,"516, 1260, 2",516,1260,2
O-07-22,"500, 1260, 2",500,1260,2
O-07-23,"484, 1260, 2",484,1260,2
O-07-30,"500, 1260, 3",500,1260,3
O-07-40,"500, 1260, 4",500,1260,4
O-08-11,"516, 1318, 1",516,1318,1
O-08-12,"500, 1318, 1",500,1318,1
O-08-13,"484, 1318, 1",484,1318,1
O-08-21,"516, 1318, 2",516,1318,2
O-08-22,"500, 1318, 2",500,1318,2
O-08-23,"484, 1318, 2",484,1318,2
O-08-30,"500, 1318, 3",500,1318,3
O-08-40,"500, 1318, 4",500,1318,4
O-09-11,"466, 1260, 1",466,1260,1
O-09-12,"450, 1260, 1",450,1260,1
O-09-13,"434, 1260, 1",434,1260,1
O-09-21,"466, 1260, 2",466,1260,2
O-09-22,"450, 1260, 2",450,1260,2
O-09-23,"434, 1260, 2",434,1260,2
O-09-30,"450, 1260, 3",450,1260,3
O-09-40,"450, 1260, 4",450,1260,4
O-10-11,"466, 1318, 1",466,1318,1
O-10-12,"450, 1318, 1",450,1318,1
O-10-13,"434, 1318, 1",434,1318,1
O-10-21,"466, 1318, 2",466,1318,2
O-10-22,"450, 1318, 2",450,1318,2
O-10-23,"434, 1318, 2",434,1318,2
O-10-30,"450, 1318, 3",450,1318,3
O-10-40,"450, 1318, 4",450,1318,4
O-13-11,"368, 1170, 1",368,1170,1
O-13-12,"352, 1170, 1",352,1170,1
O-13-13,"336, 1170, 1",336,1170,1
O-13-21,"368, 1170, 2",368,1170,2
O-13-22,"352, 1170, 2",352,1170,2
O-13-23,"336, 1170, 2",336,1170,2
O-13-30,"352, 1170, 3",352,1170,3
O-13-40,"352, 1170, 4",352,1170,4
O-14-11,"368, 1228, 1",368,1228,1
O-14-12,"352, 1228, 1",352,1228,1
O-14-13,"336, 1228, 1",336,1228,1
O-14-21,"368, 1228, 2",368,1228,2
O-14-22,"352, 1228, 2",352,1228,2
O-14-23,"336, 1228, 2",336,1228,2
O-14-30,"352, 1228, 3",352,1228,3
O-14-40,"352, 1228, 4",352,1228,4
O-15-11,"318, 1170, 1",318,1170,1
O-15-12,"302, 1170, 1",302,1170,1
O-15-13,"286, 1170, 1",286,1170,1
O-15-21,"318, 1170, 2",318,1170,2
O-15-22,"302, 1170, 2",302,1170,2
O-15-23,"286, 1170, 2",286,1170,2
O-15-30,"302, 1170, 3",302,1170,3
O-15-40,"302, 1170, 4",302,1170,4
O-16-11,"318, 1228, 1",318,1228,1
O-16-12,"302, 1228, 1",302,1228,1
O-16-13,"286, 1228, 1",286,1228,1
O-16-21,"318, 1228, 2",318,1228,2
O-16-22,"302, 1228, 2",302,1228,2
O-16-23,"286, 1228, 2",286,1228,2
O-16-30,"302, 1228, 3",302,1228,3
O-16-40,"302, 1228, 4",302,1228,4
O-17-11,"268, 1170, 1",268,1170,1
O-17-12,"252, 1170, 1",252,1170,1
O-17-13,"236, 1170, 1",236,1170,1
O-17-21,"268, 1170, 2",268,1170,2
O-17-22,"252, 1170, 2",252,1170,2
O-17-23,"236, 1170, 2",236,1170,2
O-17-30,"252, 1170, 3",252,1170,3
O-17-40,"252, 1170, 4",252,1170,4
O-18-11,"268, 1228, 1",268,1228,1
O-18-12,"252, 1228, 1",252,1228,1
O-18-13,"236, 1228, 1",236,1228,1
O-18-21,"268, 1228, 2",268,1228,2
O-18-22,"252, 1228, 2",252,1228,2
O-18-23,"236, 1228, 2",236,1228,2
O-18-30,"252, 1228, 3",252,1228,3
O-18-40,"252, 1228, 4",252,1228,4
O-19-11,"218, 1170, 1",218,1170,1
O-19-12,"202, 1170, 1",202,1170,1
O-19-13,"186, 1170, 1",186,1170,1
O-19-21,"218, 1170, 2",218,1170,2
O-19-22,"202, 1170, 2",202,1170,2
O-19-23,"186, 1170, 2",186,1170,2
O-19-30,"202, 1170, 3",202,1170,3
O-19-40,"202, 1170, 4",202,1170,4
O-20-11,"218, 1228, 1",218,1228,1
O-20-12,"202, 1228, 1",202,1228,1
O-20-13,"186, 1228, 1",186,1228,1
O-20-21,"218, 1228, 2",218,1228,2
O-20-22,"202, 1228, 2",202,1228,2
O-20-23,"186, 1228, 2",186,1228,2
O-20-30,"202, 1228, 3",202,1228,3
O-20-40,"202, 1228, 4",202,1228,4
O-21-11,"168, 1170, 1",168,1170,1
O-21-12,"152, 1170, 1",152,1170,1
O-21-13,"136, 1170, 1",136,1170,1
O-21-21,"168, 1170, 2",168,1170,2
O-21-22,"152, 1170, 2",152,1170,2
O-21-23,"136, 1170, 2",136,1170,2
O-21-30,"152, 1170, 3",152,1170,3
O-21-40,"152, 1170, 4",152,1170,4
O-22-11,"168, 1228, 1",168,1228,1
O-22-12,"152, 1228, 1",152,1228,1
O-22-13,"136, 1228, 1",136,1228,1
O-22-21,"168, 1228, 2",168,1228,2
O-22-22,"152, 1228, 2",152,1228,2
O-22-23,"136, 1228, 2",136,1228,2
O-22-30,"152, 1228, 3",152,1228,3
O-22-40,"152, 1228, 4",152,1228,4
O-23-11,"118, 1170, 1",118,1170,1
O-23-12,"102, 1170, 1",102,1170,1
O-23-13,"86, 1170, 1",86,1170,1
O-23-21,"118, 1170, 2",118,1170,2
O-23-22,"102, 1170, 2",102,1170,2
O-23-23,"86, 1170, 2",86,1170,2
O-23-30,"102, 1170, 3",102,1170,3
O-23-40,"102, 1170, 4",102,1170,4
O-24-11,"118, 1228, 1",118,1228,1
O-24-12,"102, 1228, 1",102,1228,1
O-24-13,"86, 1228, 1",86,1228,1
O-24-21,"118, 1228, 2",118,1228,2
O-24-22,"102, 1228, 2",102,1228,2
O-24-23,"86, 1228, 2",86,1228,2
O-24-30,"102, 1228, 3",102,1228,3
O-24-40,"102, 1228, 4",102,1228,4
P-01-11,"666, 1350, 1",666,1350,1
P-01-12,"650, 1350, 1",650,1350,1
P-01-13,"634, 1350, 1",634,1350,1
P-01-21,"666, 1350, 2",666,1350,2
P-01-22,"650, 1350, 2",650,1350,2
P-01-23,"634, 1350, 2",634,1350,2
P-01-30,"650, 1350, 3",650,1350,3
P-01-40,"650, 1350, 4",650,1350,4
P-02-11,"666, 1408, 1",666,1408,1
P-02-12,"650, 1408, 1",650,1408,1
P-02-13,"634, 1408, 1",634,1408,1
P-02-21,"666, 1408, 2",666,1408,2
P-02-22,"650, 1408, 2",650,1408,2
P-02-23,"634, 1408, 2",634,1408,2
P-02-30,"650, 1408, 3",650,1408,3
P-02-40,"650, 1408, 4",650,1408,4
P-03-11,"616, 1350, 1",616,1350,1
P-03-12,"600, 1350, 1",600,1350,1
P-03-13,"584, 1350, 1",584,1350,1
P-03-21,"616, 1350, 2",616,1350,2
P-03-22,"600, 1350, 2",600,1350,2
P-03-23,"584, 1350, 2",584,1350,2
P-03-30,"600, 1350, 3",600,1350,3
P-03-40,"600, 1350, 4",600,1350,4
P-04-11,"616, 1408, 1",616,1408,1
P-04-12,"600, 1408, 1",600,1408,1
P-04-13,"584, 1408, 1",584,1408,1
P-04-21,"616, 1408, 2",616,1408,2
P-04-22,"600, 1408, 2",600,1408,2
P-04-23,"584, 1408, 2",584,1408,2
P-04-30,"600, 1408, 3",600,1408,3
P-04-40,"600, 1408, 4",600,1408,4
P-05-11,"566, 1350, 1",566,1350,1
P-05-12,"550, 1350, 1",550,1350,1
P-05-13,"534, 1350, 1",534,1350,1
P-05-21,"566, 1350, 2",566,1350,2
P-05-22,"550, 1350, 2",550,1350,2
P-05-23,"534, 1350, 2",534,1350,2
P-05-30,"550, 1350, 3",550,1350,3
