originalLocation,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18
L-20-40,YXGRMP;9,O9YFO8;6,ZRCYSH;6,D8AMD3;15,CVU3QV;14,066BOU;10,JWTWL1;9,6MKIC6;14,6NDM0O;5,KZ5VR3;8,9VBE59;10,N6JU7C;9,4E0KXI;5,YN8OHN;11,F0P5OQ;8,EQQBND;16,N6JU7C;11,TOENMT;11
L-21-11,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0
L-21-12,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0
L-21-13,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0,AKP0A7;9.0
L-21-21,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0,AKP0A7;8.0
L-21-22,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5,AKP0A7;8.5
L-21-23,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5,AKP0A7;9.5
L-21-30,EYEOXS;7,A19092;12,PZUF7K;6,AHR20O;13,I1KDJ0;10,1ENECA;12,RN2DSQ;13,CST1KC;5,W25EZN;7,XLTRGL;5,TLFT43;8,PC1PMV;5,VHQ356;11,32ZKOX;14,CVU3QV;9,1A6YTA;13,JU0ODD;10,8D9SAW;15
L-21-40,4ILN0A;7,2Z7ZEP;11,YE890X;16,UHYJ3A;4,XLTRGL;8,JHSQHS;14,QVFB0Q;16,SVJZKL;7,JU0ODD;14,EYEOXS;15,BLJLMQ;10,56TC1Z;15,Y813MQ;8,ZRCYSH;5,84ABYS;9,JUUL5B;12,U8203G;13,8D9SAW;12
L-22-11,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0
L-22-12,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0
L-22-13,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0
L-22-21,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0,I2B1FH;8.0
L-22-22,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0
L-22-23,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0,I2B1FH;9.0
L-22-30,4E0KXI;14,IA7X1P;12,S90CD9;13,37VA62;10,HA0BOB;6,EUMBM7;10,2T1DJM;11,RBKNR4;15,F29V5I;14,NM6C73;12,VWXLZJ;6,8E9F1P;11,HOUGRO;4,DNLEH7;12,RN2DSQ;9,9KZ6W1;7,V6K6JX;13,PZUF7K;11
L-22-40,YN8OHN;4,HCMI82;15,4SD17H;12,M67GNC;15,1ENECA;6,9KZ6W1;6,8D9SAW;7,XLTRGL;15,X31OGS;11,W518XY;4,H51IVV;12,6WT73N;10,JWTWL1;4,HGXJD0;9,0SJH1Z;6,ZX6MUV;12,NJVZEL;12,HI2X6U;14
L-23-11,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0
L-23-12,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0,AKP0A7;11.0
L-23-13,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0,AKP0A7;13.0
L-23-21,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0,AKP0A7;10.0
L-23-22,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5,AKP0A7;10.5
L-23-23,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0,AKP0A7;12.0
L-23-30,WGHG3L;15,Y813MQ;6,5P4LRT;11,E2ES5Z;12,X0HH8Y;13,CST1KC;9,5HQR89;10,XUZJ74;12,JHSQHS;5,SVJZKL;7,56TC1Z;15,YF0X2Z;11,Q50W5L;16,H1I7JZ;9,ODZZLY;11,EAJXUV;15,TNZ1OO;15,AHR20O;6
L-23-40,9KZ6W1;14,ULG3QT;11,XSFSKX;9,KZ5VR3;12,70EPUK;7,UHYJ3A;11,T3NVTG;6,PY5UPB;12,AX7BJ8;10,TBCCF7;11,7BU1V7;5,RUUOCB;14,C5O9C9;7,SMMRK3;9,X31OGS;16,63KAC1;13,HGXJD0;8,JCNON3;15
L-24-11,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0
L-24-12,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0
L-24-13,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0
L-24-21,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0
L-24-22,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0
L-24-23,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0,I2B1FH;10.0
L-24-30,2OAVPY;15,O7TSVL;8,RAUDQ6;15,WH1BJI;15,NJVZEL;15,TAHFOD;7,IJBSQT;4,9S4AF8;6,TAHFOD;10,05W6TK;6,3LQL9L;4,M67GNC;5,X0HH8Y;14,J2URNJ;11,U8203G;7,YF0X2Z;13,UDF17E;14,4SD17H;4
L-24-40,MLV9BR;6,F29V5I;16,8N10W9;15,AB9XBU;15,UU4A1K;6,D8AMD3;8,0LNUOV;16,T3NVTG;7,ETU70R;8,4E0KXI;10,F0P5OQ;4,5IXVJ1;6,63KAC1;10,IAKTYD;12,N6JU7C;4,ETU70R;6,TBCCF7;12,1JT1XB;8
M-01-11,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0,8N10W9;5.0
M-01-12,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0
M-01-13,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0,8N10W9;7.0
M-01-21,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0,8N10W9;6.0
M-01-22,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0,2T1DJM;11.0
M-01-23,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5,8N10W9;7.5
M-01-30,AHSNWF;11,CVU3QV;5,KTDZY0;5,TLFT43;4,02MRUH;6,RAUDQ6;8,ASG1IT;6,0SJH1Z;12,69L9MX;4,YN8OHN;12,YF0X2Z;9,05W6TK;7,066BOU;9,TOENMT;9,JHSQHS;13,ODZZLY;12,EQQBND;7,F98BNI;9
M-01-40,9KHDG3;5,TNZ1OO;16,WGHG3L;9,4SD17H;13,MLV9BR;8,ADT9MG;14,SVJZKL;9,AX7BJ8;11,TQBVRI;14,QM2UH1;7,YF0X2Z;15,IPGA7X;13,I2B1FH;9,122OKQ;15,EO69NY;4,8BSFSA;11,SMMRK3;5,1A6YTA;9
M-02-11,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5
M-02-12,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0
M-02-13,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0,8N10W9;10.0
M-02-21,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5,8N10W9;9.5
M-02-22,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0
M-02-23,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5,8N10W9;10.5
M-02-30,E2ES5Z;7,QP56BU;8,56TC1Z;8,I1X92B;11,XPZSZ1;6,YE890X;16,SVFO5S;12,YXGRMP;12,TNZ1OO;16,JCNON3;14,UU4A1K;10,FJ25W1;15,CD1NU9;13,B24J86;9,9VBE59;4,N6JU7C;10,J2URNJ;8,5MNTT7;8
M-02-40,YXGRMP;10,NM6C73;9,SVFO5S;14,TOENMT;11,FJ25W1;8,Q50W5L;13,YXGRMP;4,NJVZEL;11,I1KDJ0;5,5X8RAN;8,M67GNC;11,A7MDBC;7,6NDM0O;14,X0HH8Y;7,9FWH2G;13,0SJH1Z;13,HI2X6U;15,JGP0ID;10
M-03-11,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0
M-03-12,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0
M-03-13,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0
M-03-21,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0,8N10W9;8.0
M-03-22,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5,8N10W9;8.5
M-03-23,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0,8N10W9;9.0
M-03-30,9VBE59;7,WH1BJI;6,4ILN0A;9,JWTWL1;8,DF3KQM;5,CST1KC;13,N6JU7C;10,IYV9SV;10,O7AXAK;11,ODZZLY;6,CU53FM;15,TAHFOD;5,SSQFQA;13,CST1KC;8,EQQBND;15,ZGYCSW;16,YKQY4X;14,QP56BU;10
M-03-40,TLFT43;16,1D2ILZ;13,ETU70R;9,8BSFSA;8,YE890X;15,9S4AF8;7,4E0KXI;15,F7LULH;16,SWN7AU;10,UHYJ3A;10,B24J86;14,NJVZEL;13,JEGRCL;5,IYV9SV;6,6MKIC6;5,5P4LRT;5,SMMRK3;10,QP56BU;8
M-04-11,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0
M-04-12,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0
M-04-13,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0,8N10W9;15.0
M-04-21,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0,8N10W9;11.0
M-04-22,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0,8N10W9;12.0
M-04-23,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0,8N10W9;13.0
M-04-30,TNZ1OO;16,02MRUH;14,VHQ356;11,TQBVRI;5,HOUJQN;12,5P2MVG;10,UU4A1K;12,J3FI7N;14,AB9XBU;15,TB6WIP;15,FQ53YY;7,YN8OHN;6,Z8KPP8;9,4E0KXI;9,ZRCYSH;10,Q164T6;16,ZGYCSW;11,5MNTT7;7
M-04-40,A19092;8,Z26SRT;11,ADT9MG;4,IA7X1P;15,E5CISL;8,7GC57K;7,6NDM0O;6,O7AXAK;16,SVJZKL;7,YF0X2Z;15,7GC57K;8,WGHG3L;11,AHSNWF;9,XFQ9CP;10,NISP6K;11,Q164T6;14,M8W7TS;11,5X8RAN;4
M-05-11,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0,WRRW1W;6.0
M-05-12,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0,WRRW1W;7.0
M-05-13,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5
M-05-21,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0,WRRW1W;5.0
M-05-22,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5,WRRW1W;6.5
M-05-23,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5,WRRW1W;7.5
M-05-30,800OVF;9,HCMI82;9,PZUF7K;14,6N3PKW;4,NM6C73;11,9KZ6W1;5,NM6C73;9,IPGA7X;9,TLFT43;15,IA7X1P;8,122OKQ;14,U8203G;4,D8AMD3;6,QM2UH1;9,QXS5D1;8,Q50W5L;9,A19092;16,ZGYCSW;12
M-05-40,1A6YTA;6,SVFO5S;8,2Z7ZEP;14,V6K6JX;10,ADT9MG;14,XPZSZ1;15,UNPPMJ;12,TB6WIP;10,YF0X2Z;5,1D2ILZ;7,ASG1IT;15,W25EZN;11,8D9SAW;5,QOMHJ2;8,SVFO5S;8,XPZSZ1;15,LXJQVG;4,NM6C73;4
